	A_2	CONFIGURATION	ESS	KHAT	learn_var	loss_gen	loss_wvar	n_hidden
0	[]	(False, None, 'ELBO')	(nan, nan)	"[[ 0.30937851  0.44725376  0.22434371  0.24147169  0.36043672  0.3042131
   0.37805967  0.24987969  0.35442432  0.25457849  0.91115936  0.7774392
   0.35750105  0.32842183  0.063006    0.23700663  0.12341672  0.21542243
   0.11963659 -0.13607216  0.38960842  0.77519162  0.23278621  0.47810835
   0.74879392  0.31744554  0.49368648  0.1148502   0.39055687  0.3434185
   0.11779274  0.41080374  0.16125195  0.37272513  0.15301811  0.45907847
   0.25360642  0.23755319  0.30515418  0.45920281  0.11010851  0.10645598
   0.53833751  0.45566803  0.25123957  0.41617527  0.26119799  0.48501337
  -0.17833976  0.41190332  0.43683147  0.30755997  0.18952771  0.5903881
   0.04710916  0.3315772   0.06796288  0.41555446  0.34357349  0.26493968
   0.2100564   0.54110169  0.16729185  0.48741494  0.27928776  0.11958588
   0.85484672  0.16571218  0.36409797  0.23376767  0.31800514  0.63217465
   0.16791175  0.53040898 -0.12068609  0.21151607  0.42002086  0.40796793
   0.10329458  0.34181303 -0.04025034  0.24749784  0.34736655  0.68629845
   0.19905559  0.21968156  0.28240732  0.15032598  0.2483198   0.19391184
   0.33949554  0.20043972  0.13200418  0.12484123  0.38972624  0.41443694
  -0.10870445  0.51204761  0.10066143  0.62613006 -0.16568863  0.34454489
   0.26570581  0.15315477  0.54177431  0.59640594  0.48496258  0.34580108
   0.86269172  0.98124242  0.3051878   0.15814625  0.37380133  0.22873486
   0.28831547  0.32319056  0.13302495  0.60271422  0.32074878  0.34257011
   0.13840397  0.19027887  0.51400371  0.39120505  0.23720132  0.46005307
   0.43944432  0.09751409  0.4341586   0.02961453  0.26147452  0.48233012
   0.35201643  0.10022413  0.41425002  0.21725702  0.07140873  0.24949617
   0.34099962  0.22537804  0.46071806  0.2311415   0.119583    0.37559863
   0.22344701  0.32142856 -0.01924614 -0.14474477  0.33349059  0.48527549
   0.49985452  0.27732139  0.23153802  0.13674937  0.29863211  0.00980488
   0.2980398   0.26739593  1.08041239  0.29532811  0.75829558  0.30243991
   0.12825278  0.17650456  0.32985955  0.66212622  0.83954859  0.38791011
   0.32001699  0.20747423  0.0052788   0.1852053   0.46195745  0.45742436
   0.3221727   0.60350267  0.4050768   0.30407103 -0.20574454  0.58120322
   0.38432133  0.46902126  0.22147361  0.086605    0.02741663  0.69715703
   0.40601557  0.31087753  0.40579625  0.85315839  0.00472325  0.36093446
   0.26177939  0.47357343  0.0948982   0.34633464  0.71799175  0.51001783
   0.13610553  0.74578901]]"	False		ELBO	128
